Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, fibonacci, -1, 0.104125976562500000, 0.026916503906250000, 0.000000000000000000, 0.027404785156250000, 10, 28.8, 1760
Go, fibonacci, -1, 0.104003906250000000, 0.026916503906250000, 0.000000000000000000, 0.024902343750000000, 10, 28.8, 1756
Go, fibonacci, -1, 0.103698730468750000, 0.026794433593750000, 0.000000000000000000, 0.024841308593750000, 10, 28.8, 1792
Go, fibonacci, -1, 0.094726562500000000, 0.025268554687500000, 0.000000000000000000, 0.024963378906250000, 10, 28.8, 1804
Go, fibonacci, -1, 0.094238281250000000, 0.024597167968750000, 0.000000000000000000, 0.024902343750000000, 10, 28.8, 1764
Go, fibonacci, -1, 0.103332519531250000, 0.026855468750000000, 0.000000000000000000, 0.027282714843750000, 10, 28.8, 1792
Go, fibonacci, -1, 0.094665527343750000, 0.024902343750000000, 0.000000000000000000, 0.027343750000000000, 9, 28.8, 1760
Go, fibonacci, -1, 0.104064941406250000, 0.027221679687500000, 0.000000000000000000, 0.024963378906250000, 10, 28.8, 1760
Go, fibonacci, -1, 0.105407714843750000, 0.027343750000000000, 0.000000000000000000, 0.027343750000000000, 10, 28.8, 1788
Go, fibonacci, -1, 0.094848632812500000, 0.025024414062500000, 0.000000000000000000, 0.024902343750000000, 10, 28.8, 1792
