Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, fibonacci, -1, 0.257507324218750000, 0.081848144531250000, 0.000000000000000000, 0.060180664062500000, 23, 30.0, 1736
Go, fibonacci, -1, 0.174316406250000000, 0.051696777343750000, 0.000000000000000000, 0.042602539062500000, 17, 30.0, 1740
Go, fibonacci, -1, 0.119628906250000000, 0.033813476562500000, 0.000000000000000000, 0.030334472656250000, 12, 30.0, 1788
Go, fibonacci, -1, 0.103332519531250000, 0.026672363281250000, 0.000000000000000000, 0.027465820312500000, 10, 30.0, 1760
Go, fibonacci, -1, 0.103515625000000000, 0.026916503906250000, 0.000000000000000000, 0.030090332031250000, 10, 30.0, 1796
Go, fibonacci, -1, 0.286865234375000000, 0.067810058593750000, 0.000000000000000000, 0.079406738281250000, 32, 30.0, 1736
Go, fibonacci, -1, 0.285827636718750000, 0.070495605468750000, 0.000000000000000000, 0.077209472656250000, 30, 30.0, 1808
Go, fibonacci, -1, 0.153869628906250000, 0.042053222656250000, 0.000000000000000000, 0.040588378906250000, 15, 30.0, 1796
Go, fibonacci, -1, 0.115600585937500000, 0.035461425781250000, 0.000000000000000000, 0.028259277343750000, 10, 30.0, 1740
Go, fibonacci, -1, 0.128173828125000000, 0.036254882812500000, 0.000000000000000000, 0.032897949218750000, 13, 30.0, 1792
