Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, fibonacci, -1, 0.094787597656250000, 0.024536132812500000, 0.000000000000000000, 0.025146484375000000, 10, 29.0, 1608
Go, fibonacci, -1, 0.104125976562500000, 0.026977539062500000, 0.000000000000000000, 0.024902343750000000, 10, 29.0, 1616
Go, fibonacci, -1, 0.096496582031250000, 0.026306152343750000, 0.000000000000000000, 0.025451660156250000, 9, 29.0, 1600
Go, fibonacci, -1, 0.095214843750000000, 0.024780273437500000, 0.000000000000000000, 0.024963378906250000, 10, 29.0, 1604
Go, fibonacci, -1, 0.094726562500000000, 0.024719238281250000, 0.000000000000000000, 0.024902343750000000, 10, 29.0, 1644
Go, fibonacci, -1, 0.103698730468750000, 0.024414062500000000, 0.000000000000000000, 0.024902343750000000, 10, 29.0, 1632
Go, fibonacci, -1, 0.095642089843750000, 0.024963378906250000, 0.000000000000000000, 0.025024414062500000, 9, 29.0, 1604
Go, fibonacci, -1, 0.094116210937500000, 0.024597167968750000, 0.000000000000000000, 0.024902343750000000, 10, 29.5, 1632
Go, fibonacci, -1, 0.095397949218750000, 0.024963378906250000, 0.000000000000000000, 0.025024414062500000, 9, 29.5, 1636
Go, fibonacci, -1, 0.104980468750000000, 0.025085449218750000, 0.000000000000000000, 0.024902343750000000, 9, 29.5, 1648
