Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, fibonacci, -1, 230.803100585937500000, 68.560852050781250000, 0.000000000000000000, 55.482360839843750000, 22302, 29.5, 1744
Go, fibonacci, -1, 195.613769531250000000, 54.779113769531250000, 0.000549316406250000, 47.625183105468750000, 19466, 30.5, 1744
Go, fibonacci, -1, 195.552551269531250000, 54.257141113281250000, 0.000000000000000000, 47.656860351562500000, 19492, 29.5, 1744
Go, fibonacci, -1, 192.840087890625000000, 52.613159179687500000, 0.000610351562500000, 47.263488769531250000, 19388, 29.5, 1748
Go, fibonacci, -1, 193.613708496093750000, 53.426269531250000000, 0.000000000000000000, 47.280212402343750000, 19379, 30.0, 1744
Go, fibonacci, -1, 196.422546386718750000, 55.373413085937500000, 0.000000000000000000, 47.636657714843750000, 19434, 30.2, 1744
Go, fibonacci, -1, 195.484313964843750000, 54.356079101562500000, 0.000610351562500000, 47.596374511718750000, 19463, 30.2, 1744
Go, fibonacci, -1, 192.507995605468750000, 52.731018066406250000, 0.000000000000000000, 47.116516113281250000, 19323, 30.0, 1740
Go, fibonacci, -1, 205.098388671875000000, 62.970947265625000000, 0.000610351562500000, 47.701843261718750000, 19459, 30.5, 1820
Go, fibonacci, -1, 217.032165527343750000, 71.339782714843750000, 0.000000000000000000, 48.337463378906250000, 19818, 31.0, 1756
