Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, fibonacci, -1, 99.202026367187500000, 20.772888183593750000, 0.000549316406250000, 28.380126953125000000, 11571, 28.5, 1720
Go, fibonacci, -1, 96.922302246093750000, 19.249389648437500000, 0.000000000000000000, 28.163879394531250000, 11552, 28.8, 1664
Go, fibonacci, -1, 96.840270996093750000, 19.190979003906250000, 0.000000000000000000, 28.160278320312500000, 11551, 29.2, 1648
Go, fibonacci, -1, 96.762207031250000000, 19.207336425781250000, 0.000000000000000000, 28.166870117187500000, 11552, 29.0, 1624
Go, fibonacci, -1, 96.910888671875000000, 19.290832519531250000, 0.000549316406250000, 28.167053222656250000, 11551, 29.2, 1624
Go, fibonacci, -1, 101.108337402343750000, 22.232971191406250000, 0.000000000000000000, 28.505004882812500000, 11585, 29.0, 1648
Go, fibonacci, -1, 96.954711914062500000, 19.282226562500000000, 0.000000000000000000, 28.184326171875000000, 11552, 29.2, 1660
Go, fibonacci, -1, 97.057189941406250000, 19.307678222656250000, 0.000000000000000000, 28.198852539062500000, 11560, 29.0, 1648
Go, fibonacci, -1, 97.377136230468750000, 19.585266113281250000, 0.000549316406250000, 28.181030273437500000, 11553, 29.0, 1684
Go, fibonacci, -1, 97.926330566406250000, 19.969726562500000000, 0.000000000000000000, 28.248535156250000000, 11562, 29.5, 1708
