Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, fibonacci, -1, 607.968322753906250000, 72.716674804687500000, 0.000915527343750000, 201.718139648437500000, 82667, 26.0, 1776
Go, fibonacci, -1, 603.348327636718750000, 72.826904296875000000, 0.000976562500000000, 199.631835937500000000, 81798, 26.5, 1796
Go, fibonacci, -1, 624.431457519531250000, 76.151062011718750000, 0.000976562500000000, 207.032897949218750000, 84762, 26.8, 1792
Go, fibonacci, -1, 600.433044433593750000, 71.907592773437500000, 0.000976562500000000, 199.600463867187500000, 81802, 26.2, 1792
Go, fibonacci, -1, 599.086242675781250000, 71.896667480468750000, 0.000915527343750000, 199.619934082031250000, 81809, 27.2, 1764
Go, fibonacci, -1, 608.049682617187500000, 75.232727050781250000, 0.000976562500000000, 199.911071777343750000, 81830, 27.0, 1760
Go, fibonacci, -1, 604.697753906250000000, 73.075317382812500000, 0.000488281250000000, 199.644653320312500000, 81809, 26.0, 1768
Go, fibonacci, -1, 609.310058593750000000, 73.157104492187500000, 0.000976562500000000, 199.674255371093750000, 81827, 26.0, 1792
Go, fibonacci, -1, 609.394165039062500000, 73.247436523437500000, 0.000976562500000000, 199.550598144531250000, 81781, 27.0, 1788
Go, fibonacci, -1, 615.118652343750000000, 75.897949218750000000, 0.000976562500000000, 199.884399414062500000, 81824, 27.2, 1760
