Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, bubblesort, -1, 274.993896484375000000, 33.597961425781250000, 0.000000000000000000, 94.114318847656250000, 38425, 25.8, 5820
Go, bubblesort, -1, 271.176025390625000000, 30.957885742187500000, 0.000427246093750000, 94.147033691406250000, 38573, 25.2, 5732
Go, bubblesort, -1, 297.756286621093750000, 49.077636718750000000, 0.000488281250000000, 95.137329101562500000, 38400, 26.2, 5740
Go, bubblesort, -1, 290.361999511718750000, 43.825378417968750000, 0.000427246093750000, 94.877807617187500000, 38557, 26.2, 5808
Go, bubblesort, -1, 296.563537597656250000, 47.216918945312500000, 0.000427246093750000, 95.367065429687500000, 38639, 26.5, 5692
Go, bubblesort, -1, 325.298278808593750000, 66.224182128906250000, 0.000488281250000000, 96.712707519531250000, 38538, 27.0, 5792
Go, bubblesort, -1, 347.372192382812500000, 82.064575195312500000, 0.000488281250000000, 96.828063964843750000, 38620, 27.5, 5692
Go, bubblesort, -1, 338.932189941406250000, 76.577880859375000000, 0.000549316406250000, 94.960693359375000000, 38481, 27.8, 5808
Go, bubblesort, -1, 322.725219726562500000, 64.158386230468750000, 0.000488281250000000, 94.115295410156250000, 38588, 27.5, 5728
Go, bubblesort, -1, 329.327636718750000000, 69.567565917968750000, 0.000000000000000000, 94.395996093750000000, 38546, 26.8, 5732
