Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, bubblesort, -1, 137.169494628906250000, 27.567382812500000000, 0.000000000000000000, 40.089050292968750000, 16443, 27.2, 5628
Go, bubblesort, -1, 136.328491210937500000, 27.414611816406250000, 0.000000000000000000, 39.868591308593750000, 16353, 27.5, 5648
Go, bubblesort, -1, 136.901428222656250000, 27.484436035156250000, 0.000488281250000000, 40.021301269531250000, 16415, 27.8, 5700
Go, bubblesort, -1, 136.795593261718750000, 27.708496093750000000, 0.000000000000000000, 39.920043945312500000, 16368, 27.0, 5704
Go, bubblesort, -1, 137.342956542968750000, 27.577758789062500000, 0.000488281250000000, 40.161254882812500000, 16474, 27.2, 5740
Go, bubblesort, -1, 136.360229492187500000, 27.447753906250000000, 0.000000000000000000, 39.840087890625000000, 16340, 27.5, 5628
Go, bubblesort, -1, 137.418273925781250000, 27.676330566406250000, 0.000000000000000000, 40.136779785156250000, 16463, 27.0, 5736
Go, bubblesort, -1, 136.976013183593750000, 27.557128906250000000, 0.000488281250000000, 39.999694824218750000, 16405, 27.8, 5708
Go, bubblesort, -1, 137.666748046875000000, 27.713012695312500000, 0.000000000000000000, 40.215942382812500000, 16494, 27.2, 5644
Go, bubblesort, -1, 137.601684570312500000, 27.732116699218750000, 0.000000000000000000, 40.182189941406250000, 16483, 27.8, 5740
