Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
Go, quicksort, -1, 1.265808105468750000, 0.189636230468750000, 0.000000000000000000, 0.415222167968750000, 167, 25.2, 7640
Go, quicksort, -1, 1.193298339843750000, 0.180297851562500000, 0.000000000000000000, 0.387207031250000000, 156, 25.5, 7660
Go, quicksort, -1, 1.246398925781250000, 0.182312011718750000, 0.000000000000000000, 0.409667968750000000, 165, 25.5, 8184
Go, quicksort, -1, 1.278930664062500000, 0.197326660156250000, 0.000000000000000000, 0.420043945312500000, 168, 25.5, 7976
Go, quicksort, -1, 1.429870605468750000, 0.215087890625000000, 0.000000000000000000, 0.469055175781250000, 189, 25.5, 8340
Go, quicksort, -1, 1.559875488281250000, 0.256408691406250000, 0.000000000000000000, 0.496948242187500000, 200, 25.5, 8536
Go, quicksort, -1, 1.253417968750000000, 0.187316894531250000, 0.000000000000000000, 0.410217285156250000, 165, 25.5, 7756
Go, quicksort, -1, 1.251770019531250000, 0.189941406250000000, 0.000000000000000000, 0.405639648437500000, 163, 26.0, 7608
Go, quicksort, -1, 1.240722656250000000, 0.188110351562500000, 0.000000000000000000, 0.403686523437500000, 162, 26.0, 7424
Go, quicksort, -1, 1.364990234375000000, 0.216247558593750000, 0.000000000000000000, 0.437866210937500000, 176, 26.0, 7736
